tokens,label
uk set to cut back on embassi nine oversea embassi and high commiss will close in an effort to save money uk foreign secretari jack straw ha announc the bahama east timor madagascar and swaziland are among the area affect by the biggest shake up for the diplomat servic for year other diplomat post are be turn over to local staff mr straw said the move would save year to free up cash for prioriti such as fight terror honorari consul will be appoint in some of the area affect by the embassi closur nine consul or consul gener will also be close mostli in europ and america they includ dalla in the us bordeaux in franc and oporto in portug with local staff replac uk represent in anoth the chang are due to be put in place befor the end of with most save made from cut staff and run cost some of the money will have to be use to fund redund payment in written statement mr straw said the save made will help to underpin higher prioriti work in line with the foreign and commonwealth offic strateg prioriti includ counter prolifer counter terror energi and climat chang some of the save will also be redeploy to strateg prioriti work within certain region where we are close post in africa for instanc we plan to creat new job to cover these issu across the region with new post in nairobi to help support our work on climat chang one in nigeria to cover energi and one in pretoria to cover region issu more gener as well as cover maseru and mbaban the foreign offic current ha about uk base staff it ha open major new mission on baghdad and basra in iraq kabul in afghanistan and pyongyang in north korea sinc in respons to what the govern say are chang need sinc oversea post have been close exclud wednesday cut but new embassi or consul have been open the shake up is aim at help make in effici save between and the chancellor ha demand all govern depart make similar save shadow foreign secretari michael ancram said there wa constant need to ensur valu for money from foreign mission but the govern must give far clearer reason for make the dramat chang it ha announc and must show that british commerci interest and the interest of briton abroad will not be advers affect he said,2
totp turn to elvi imperson top of the pop ha turn to the star of elvi presley music jailhous rock after the late rock legend scoop the uk th number one singl mario kombou who play the presley role on stage will sing one night on friday bbc one show as produc are unabl to use presley video footag it is hi second number one in row the show use presley photo last week presley will featur in the chart for sever more month as all of hi origin uk chart topper are reissu top of the pop spokesperson said it veri special number one as it the uk th we want to pay tribut to elvi in the best way we knew how so we thought get profession would be the best way for top of the pop to do that kombou is like to appear on the show again next week as the next presley re releas fool such as is on cours to give him hi third number one in three week kombou play vinc everett in jailhous rock the same role presley play in the film of the same name,1
us hacker break into mobil man is face charg of hack into comput at the us arm of mobil phone firm mobil the californian man nichola lee jacobsen wa arrest in octob mr jacobsen tri at least twice to hack mobil network and took name and social secur number of custom said compani spokesman the arrest came year after mobil uncov the unauthoris access the us secret servic ha been investig the case mobil ha stringent procedur in place where we monitor for suspici activ so that limit hi activ and we were abl to take correct action immedi peter dobrow mobil spokesperson said it is thought that mr jacobsen hack campaign took place over at least seven month dure which time he read mail and person comput file accord to court record although mr jacobsen manag to get hold of some data it is thought he fail to get custom credit card number which are store on separ comput system said mr dobrow mobil confirm that the us secret servic wa also look into whether the hacker access photo that mobil subscrib had taken with their camera phone the associ press agenc report that mr jacobsen also read person file on the secret servic agent who wa appar investig the case lo angel grand juri indict mr jacobsen with intent access comput system without authoris and with the unauthoris impair of protect comput between march and octob he is current on bail mobil is subsidiari compani of deutsch telekom and ha about million subscrib in the us,4
beijing fume over park fee choke traffic jam in beij are prompt offici to look at reorganis car park charg car ownership ha risen fast in recent year and there are now two and half million car on the citi road the troubl is that the high statu of car ownership is match by expens fee at indoor car park make motorist reluct to use them instead road are be clog by driver circl in search of cheaper outdoor option the price differ between indoor and outdoor lot are unreason said wang yan an offici from the beij municip commiss for develop and reform quot in the state run china daili newspap mr wang who is in charg of collect car park fee said hi team would be look at adjust park price to close the gap indoor park bay can cost up to more than outdoor one sport fan who drive to match may also find themselv the target of the commiss road rage it want them to use public transport and is consid jack up the price of car park near sport ground mr wang said hi review team may scrap the rel cheap hourli fee near such place and impos higher flat rate dure match indoor park may be costli but it is not alway secur mr wang team are also go to look into complaint from resid about poor servic receiv in exchang for compulsori monthli fee of up to yuan the beij author decid two year ago that visit foreign dignitari motorcad should not longer get motorcycl outrid as they block the traffic unclog beij increasingli impass street is major concern for the chines author who are build dozen of new road to creat showcas modern citi ahead of the olymp game,0
halo fan hope for sequel xbox video game halo ha been releas in the us on novemb with uk releas two day later whi is the game among the most anticip of all time halo is consid by mani video game pundit to be one of the finest exampl of interact entertain ever produc and more than million peopl worldwid have pre order the sequel scienc fiction epic halo centr the action on human cyborg control by the player who had to save hi crew from an alien hord after crash land on strang and exot world contain on the interior surfac of giant ring in space remembr of thing past it wa not but as slice of schlock scienc fiction inspir by work such as larri niven ringworld and the film starship trooper it fit the bill perfectli halo stood out from crowd of similar titl it wa graphic impress had tremend audio use dolbi digit decent storylin instant playabl and impress physic but what mark halo as classic were the thousand of detail which brought feel of polish and the enorm high product valu not usual associ with video game produc by bungi softwar renown for their innov in game it caus stir among the game fratern when the develop wa bought by microsoft and becam an xbox exclus claud errera editor of fansit halo bungi org said bungi got everyth right they were realli care to make sure everyth work the way it wa suppos to noth distract you when you were play there wa noth in halo that had not been done befor but everyth in there wa as good as it could be he ad graphic it wa superior to everyth els out there it also had depth to it that made it stand out halo wa unusu immers suck the player into the action and blur the interfac between screen and control it also capitalis on the grow popular of lan game in the pc world for the first time it becam easi to link multipl game consol togeth allow up to player to battl against each other at the same time the game instantli cultiv an onlin follow which continu today with score of halo fan websit follow everi aspect of the sequel halo errera spend three to four hour day of hi own time maintain the huge popular websit which attract page view day from halo fan eager for the latest news when the xbox launch on novemb in the us halo wa one of the launch titl and had an immedi impact on critic and consum halo is the most import launch game for ani consol ever wrote the influenti edg magazin in it review give it rare out of mark the game had it critic and while it is not one off origin as game it brought mani origin touch and flourish to the genr which have defin all other first person shooter sinc the first time play it just stood there watch the spent shell fall out of my gun said errera remark on the level of detail in the game the game also inspir thousand of peopl to write their own fiction base on the storylin and produc download video clip of the mani weird and wonder thing that can be done in the game it blew me away the first time someon manag to climb to the top of halo said errera refer to fan who had creat video of master chief scale the landscap of the graphic world video clip of the more outrag stunt that are possibl thank to the game amaz physic engin are incred popular and some have attain cult follow specul about the sequel ha seen everi titbit analys and pour over with all the intent of forens scientist examin bodi when earli screenshot of the game were releas some peopl wrote essay length articl highlight everyth from the textur of graphic to clue about the stori line errera said expect of the sequel among fan were sky high it doe not feel like game releas ani more somebodi told me thi wa the biggest singl releas of ani product in microsoft histori we re all just hope that bungi ha got it right again halo is out on novemb in the us and novemb in the uk,4
tori expert deni defeat warn the conserv campaign director ha deni report claim he warn michael howard the parti could not win the next gener elect the time on monday said australian lynton crosbi told the parti leader to focu on tri to increas the tori common presenc by to seat but mr crosbi said in statement have never had ani such convers and do not hold that view mr howard later ad there wa not one iota of truth in the report the strategist help australia pm john howard win four elect mr howard appoint mr crosbi as hi elect chief last octob mr crosbi statement said the conserv parti ha been make an impact on the issu of lower tax and control immigr over the past week it ad the labour parti will be want to do all they can to distract attent away from the issu that realli matter to peopl,2
best person for top legal job the best person for the job should be appoint lord chancellor and not necessarili lawyer or mp the court minist ha told mp under reform the post of lord chancellor is to be strip of it judici function the lord chancellor no more need to be lawyer than the secretari of health need to be doctor said court minist christoph lesli the constitut reform bill wa enter it second read on monday mr lesli said the prime minist should be abl to appoint the best person for the job whether they sit in the hous of lord or the hous of common under the reform the law lord will also be replac as the uk highest legal author by suprem court and judg will be appoint by an independ panel rather than minist in decemb the lord reject plea by current lord chancellor lord falcon that the holder of the job should not necessarili be lawyer or peer the peer vote by to to say in law that lord chancellor must also be peer the debat wa carri over from the last parliamentari session but with an impend gener elect time is crucial for the govern to get the bill pass mr lesli said it wa irrelev whether the post wa call secretari of state for constitut affair or lord chancellor he said what matter most is whether it is reform so that the post holder no longer ha those conflict duti it is no longer appropri for govern minist to have such unfett discret in the appoint of judg shadow attorney gener domin griev criticis the govern on it plan to chang what he said wa an except institut provid champion of the independ of the judiciari the govern had initi propos to take thi institut and smash it to piec mr griev said convent should be nurtur and celebr but the govern distrust and dislik it instead he warn that unless minist back down over the lord chancellor remain member of the hous of lord the govern would have great difficulti in get the bill through parliament former cabinet minist dougla hogg whose father and grandfath serv as lord chancellor said the bill wa larg unnecessari bureaucrat and expens but the tori mp for sleaford and north hykeham admit the lord chancellor role and offic cannot be frozen in aspic,2
drive to save festiv holiday effort are be made to protect worker day off on christma day and new year day support is be sought for bill which would ensur that larg retail in scotland remain close on christma day and januari the usdaw trade union said shop worker should be abl to enjoy break with their famili msp karen whitefield want to ensur onli those whose role are essenti are at work over the festiv season in recent year more store have been open on tradit holiday with some start their end of year sale on christma day or new year day ms whitefield said have found member of the public to be veri support when have been campaign on the street the earli evid show quit clearli that the vast major of peopl believ that shop worker should be given these two special day to spend with friend and famili usdaw gener secretari john hannett ad christma day and new year day are special day for everyon in scotland and the fact that shop do not open is an import part of make them special they are larg collect day of rest we want peopl to tell karen through her consult whether they want the special natur of these day to remain or whether they want them to becom like ani other trade day with shop open for busi as usual the consult on christma new year day trade bill ha so far attract almost respons and close on februari,2
algeria hit by further ga riot algeria suffer weekend of violent protest against govern plan to rais ga price local press report demonstr in number of region block road attack public build and overturn vehicl newspap includ el watan report the price of butan ga vital fuel for cook ha risen to dinar per canist from dinar even befor the hike fail econom condit had been fan resent in some of algeria poorest region demonstr took to the street last week when the cost chang wa first announc but polic seem to have restor order accord to local press report troubl flare up again on saturday and carri on into sunday el watan said that number of hot spot centr on the villag and town close to bouira about kilometr mile south of the capit algier among the other main area affect were the western tiaret region and sidi ammar in the east of the countri agenc franc press afp report riot also flare up in the maghnia region close to the border with morocco in the west afp said butan ga and fuel oil are use as the main sourc of fuel to heat home and cook food in algeria remot mountain area,0
aaliyah claim dismiss by court late star aaliyah record compani ha fail in an attempt to sue the video produc who book the ill fate flight on which she die in new york appeal court ha told blackground record that onli the singer parent had the right to launch claim for wrong death the year old singer famili came to an undisclos settlement over neglig claim in aaliyah had complet music video when the plane crash in the bahama she and eight other were kill on the plane which crash as if left for florida blackground record lawyer frank penski said he had yet to examin the decis and did not know whether they would pursu the case an investig into the crash reveal the twin engin cessna wa overload by pound kg post mortem carri out on the remain of the pilot show there wa cocain and alcohol in hi bodi aaliyah wa rise star in music and film befor she wa kill she wa honour with string of posthum award and her singl more than woman went to number one in the uk,1
fed chief warn on us deficit feder reserv chairman alan greenspan ha warn that allow huge us budget deficit to continu could have sever consequ speak to the hous budget committe he urg congress to take action to cut the deficit such as increas tax while the us economi is grow at reason good pace he warn that budget concern were cloud the econom outlook for the us pension and healthcar cost pose the greatest risk to the economi he said the govern program face sever financi strain in come decad as the massiv babi boom gener retir fear that we may have alreadi commit more physic resourc to the babi boom gener in it retir year than our economi ha the capac to deliv if exist promis need to be chang those chang should be made sooner rather than later mr greenspan said he also warn that unless the nation see unpreced rise in product retir and health programm would need signific chang he call on congress to cut promis benefit for retire as the promis benefit for the soon to retir babi boom gener were much larger than the govern could afford meanwhil ani move to narrow the deficit gap by rais tax could pose signific risk to the economi by dampen growth and spend he ad he also urg congress to reinstat laps rule that requir tax cut and spend to be offset elsewher in the budget in an effort to prevent the us head further into the red despit the dire warn mr greenspan did offer some good news for the short term as us growth gather steam and incom rise that should lead to narrow of the deficit recent increas in defenc and homeland secur spend were also not expect to continu indefinit which should cut some cost sinc presid georg bush came to offic the feder budget ha swung from record surplu to record deficit of bn last year,0
shark tale dvd is us best seller oscar nomin anim shark tale ha rake in in the first week of it us dvd releas becom the year best sell home video so far the talli for it dvd and video sale soar past the film open week us box offic take of shark tale is now the sixth highest earn dvd for first week sale the all time first week record is held by lion king follow by shrek find nemo the origin shrek and monster inc shark tale whose voic cast includ will smith robert de niro rene zellweg and martin scorses sold more than million dvd and video across the unit state and canada it becom the highest first week earner for februari outshin my big fat greek wed which sold four million unit in film which are expect to earn strong home video return are usual time for releas in the busiest retail season which fall befor christma the best sell home video of last year wa the dreamwork hit shrek which took an estim in north america alon,1
school tribut for tv host carson more than peopl turn out on sunday to pay tribut to late us tv present johnni carson in the nebraska town where he grew up carson who host the tonight show for year die on januari from respiratori diseas emphysema he live in norfolk nebraska from the age of eight until he join the navi but return regularli and donat to local caus old school friend were among the crowd at the school johnni carson theater carson who wa one of the best love tv person in the us ask not to have public memori in lo angel where he live in later life he began hi showbusi career in norfolk perform magic under the name the great carsoni from the age of hi donat includ to norfolk high school in the to build new perform art centr when carson die presid bush led the public tribut say the present had profound influenc on american life and entertain,1
us critic laud comedi sideway road trip comedi sideway ha had more prais heap on it by two us critic associ ad to honour it ha alreadi pick up the chicago film critic associ cfca name it winner in five categori includ best film and best actor for paul giamatti but the director award went to clint eastwood for million dollar babi the southeastern film critic also award sideway it best film of the year accolad director alexand payn wa name best director and he also won best screenplay share with jim taylor the cfca award thoma haden church the best support actor prize and virginia madsen the best support actress award for their role in the film sideway ha alreadi been vote best film by critic associ in new york and lo angel and ha been nomin for golden globe british actress imelda staunton won the cfca best actress for the gritti abort drama vera drake ad to grow list of award she ha won for her perform in the mike leigh film scrub star zach braff wa name best new director for hi debut garden state michael moor controversi documentari fahrenheit won the best documentari while veri long engag won best foreign film the chicago critic have yet to name date for when their award ceremoni will be held,1
campbel return to elect team ex down street media chief alastair campbel will return to the fold to strengthen labour gener elect campaign the parti ha confirm mr campbel ha consist made public hi keen to play part in the poll expect in may both cultur secretari tessa jowel and deputi prime minist john prescott have welcom hi return he is strong labour parti member mr prescott told bbc one breakfast with frost programm mr campbel quit number in august after be toni blair right hand man at the and elect labour have refus to discuss hi exact new posit and have not said how it would affect hi down street replac david hill of cours alastair go to be part of the elect campaign and think that all of us who will also be part of the elect campaign are veri pleas about that ms jowel told sky news but she said hi return would not put anybodi els nose out of joint thi is the daft thing about the way in which polit is written about ms jowel ad there room for everybodi we serv the countri better if we make room for all the talent labour sourc told the sunday time mr campbel would effect front the elect media campaign but said he would be given no formal titl labour strategist told the paper he would be set loos on conserv leader michael howard in attack hi parti econom record when it wa in power they use pictur from the in the campaign to remind peopl of the winter of discont and now it our turn the sourc told the paper make michael howard leader give us an unmiss opportun to remind peopl what it wa like to pay mortgag rate of even if it wa more than decad ago mr campbel wa at the centr of the govern row with bbc over andrew gilligan stori about the iraq weapon dossier the hutton inquiri clear him of sex up the dossier in the run up to the iraq war sinc leav down street he ha tour the countri with hi one man show an audienc with alastair campbel and present number of interview programm for channel,2
holm fete with further honour doubl olymp champion kelli holm ha been vote european athlet eaa woman athlet of in the govern bodi annual poll the briton made dame in the new year honour list for take and gold won vital vote from the public press and eaa member feder she is onli the second british woman to land the titl after salli gunnel won for her world hurdl win in swedish tripl jumper christian olsson wa vote male athlet of the year the accolad is the latest in long list of award that holm ha receiv sinc her success in athen in addit to becom dame she wa also name the bbc sport person of the year in decemb her gutsi victori in the also earn her the intern associ of athlet feder award for the best women perform in the world for and she scoop two award at the british athlet writer associ annual dinner in octob,3
celebr get their skate on former england footbal paul gascoign will join eastend actress scarlett johnson on bbc one strictli ice danc the one off christma special will also star televis present carol smilli and jessica taylor from liberti each celebr will be pair with profession skater to impress panel of judg and win the audienc vote the bbc is yet to confirm the final two star who will battl it out to becom ice king or queen veteran present bruce forsyth and tess dali will host the programm which follow hot on the heel of the current saturday night seri strictli come danc the celebr will have to practis stipul ice danc and perform it at an ice rink with their partner the judg will have of the vote to decid who win the contest with the ice rink audienc make up the rest of the vote the show form part of the bbc festiv schedul ice skate duo jayn torvil and christoph dean are to front similar celebr ice danc show for itv titl star on thin ice the contest on star on thin ice will each be pair up with profession skater and will learn new routin everi week at the end of the seri one celebr will be crown the winner,1
dominici back lacklustr franc wing christoph dominici say franc can claim anoth six nation grand slam despit two lacklustr win so far against scotland and england the champion onli just saw off the scot in pari then need england to self destruct in last week win the english play better than us but lost wherea we are still in the race for the grand slam said dominici we know our display wa not perfect but we can still win the grand slam along with ireland and wale franc ireland and wale all remain unbeaten after two round of thi year rb six nation with the two celtic nation play by far the more impress rugbi franc take on wale at the stade de franc on februari and ireland in dublin on march but although franc have yet to click dominici say that they can still win the hard way as long as scrum half dimitri yachvili continu in hi goalkick form if we have an effici kicker on whom we can reli on solid defenc and team who play for their live we can achiev someth dominici ad said at the start of the competit that the winner would be clearer from the third match and that exactli what is go to happen franc coach bernard laport will announc hi start line up next tuesday for the match against wale wing jimmi marlu is definit out with the knee injuri sustain at twickenham which is like to sidelin him for the rest of the tournament inspir flanker serg betsen is doubt with thigh injuri but number eight imanol harinordoquy ha shaken off hi shoulder injuri in the back centr yannick jauzion and winger aurelien rougeri are all back in content after injuri while brive back julien laharragu ha receiv hi first call up as replac for pepito elhorga,3
owen set for skipper role wale number eight michael owen say replac gareth thoma as wale captain will be straightforward becaus of the leadership qualiti in the squad you dream about play for wale but it never enter your head that you will one day captain your countri he said it an easi job realli becaus there are so mani experienc player in the side but it will be massiv honour coach mike ruddock say the year old should take the armband from broken thumb victim thoma against scotland ruddock prais owen contribut as vice captain and pack leader in thi year win over england itali and franc notabl hi role in the second half in pari follow thoma injuri the cap dragon man say that thoma will be badli miss though gareth is go to be massiv loss becaus he is brilliant player and he ha done fantast job sinc he ha been captain said owen he ha put hi own uniqu stamp on thing we are go to miss him but the strength of the squad is shown when you have someon like kevin morgan to step in owen admit the grand slam had been mention within the squad but that no one wa get carri away with the three victori over england itali and franc we can get ahead of ourselv he said we have massiv game next up and we are just look forward to prepar for that scotland are improv all the time like us they did well in franc and were unlucki not to get win against ireland they play fantast well in the first minut befor fall away they are probabl go on similar journey to the one we have been on in the last coupl of year,3
european medal chanc improv what have the european indoor trial told us well think we could be head to the european championship with half dozen medal prospect it wa good to see athlet begin to make step forward to see few new face and there were lot of person best kick around the best perform on the track for me wa sarah claxton win in the hurdl run sub eight second twice in week put her right up there and if she repeat that in madrid she will be close to pick up medal but what wa great about sunday perform wa that she wa under pressur to produc the good when it count dian allahgreen ha been our best hurdler for some time now and think she wa surpris to be beaten by sarah and know that she got the better of dian in head to head race will give sarah confid in the men race on saturday allan scott wa right in there and there is definit more to come from him in fact the men hurdl is so strong think the selector will pick three hurdler to go to madrid phillip idowu lit up the field event not onli with hi hair but also with hi leap of which put him at the top of the world rank had chat with him befor the competit and he wa realli look forward to get out there he feel he is in great shape and ha some big jump insid him but then phillip alway ha lot of the athlet said the runway wa not veri help so for phillip to jump like that is good perform he is such huge talent but just need some consist and if he doe that then the big jump will get even further across the board thought kelli sotherton had great weekend and continu to show she is develop she pick up three person best in the long jump high jump and hurdl and you can ask for more than that kelli will be up against carolina kluft in the pentathlon at the european championship but she ha everi chanc of medal on the basi of what we ve seen so far she ha complic train regim where differ peopl help her with differ disciplin but it seem to be work realli well it wasn all good news in sheffield thought both the race were disappoint in differ way jason garden may have won but he wasn at hi best chat to him afterward and he know it wa an off day for him he there to be shot at and the other lad nearli got big scalp out there in the women race jeanett kwayk wa hope to run against defend champion joic maduaka the pair are enjoy bit of rivalri but joic had to pull out with chest infect if she had made the final think jeanett would have gone bit quicker janin whitlock compet well in the pole vault on her return follow two year drug ban but the most disappoint thing in the wider view is that she is our best pole vaulter by long way and that shouldn be the case the event ha move on immens sinc janin ha been away and if there wa more domest competit think that would help her coupl of other interest topic to look out for are the citizenship issu surround mark findlay and rabah yusuf findlay is london who ha chosen to repres trinidad and tobago but ha never run for them so he could still compet for great britain yusuf who came third in the is from the sudan but is tri to gain british citizenship he came to britain as high jumper but damag hi toe start do more run and found hi talent so we shall have to see what happen to both of them,3
what the elect should realli be about gener elect is the best chanc most pressur group get to make real impact on govern polici here is how six lead lobbi plan to make sure their caus is be debat ahead of an expect spring poll we ve call for the state pension to be increas from to the pension credit guarante level of that what we re call for mani pension are disadvantag by the current system if we ve got one in five pension below the poverti line we ve got to make it more gener or have these peopl live in poverti we ve drawn up pension manifesto thi will be sent to each of the candid in the constitu they will be ask which of the top five issu includ the pension issu they would support onc we ve got their respons we will publish the result within the constitu and nation as well it our way of put the politician on notic we are tri to get across the fact that there are voter over in the countri they are more like to vote than other section of societi and thirdli they are true swing voter befor most pension vote conserv in and they vote labour but there is no guarante they will vote for labour govern thi time around they cannot take that vote for grant pension gener will certainli be big elect issu even though the govern ha postpon the public of adair turner full report into the issu he said the uk had one of the least gener pension system in the develop world that the govern take serious the impact of aviat on the environ we haven work out specif plan but imagin we will lobbi polit parti and incumb mp variou local group will do that in their particular area and we will provid nation brief we don have ani larg demonstr plan but they can be rule out it is hard to say whether we will be success we have got the issu in the public conscious to an extent but it is difficult to say whether an elect will rais it import in the public mind or whether it will be push out by big issu like iraq repeal the hunt bill we are challeng the use of the parliament act in high court action we are hope to hear in the new year whichev way the court rule the other side will appeal so we expect it to fall plumb in election time when the ban come into forc on februari we will be go to the european court becaus no compens is be paid so there lot of legal territori to go we are tri to engag with the minist by demonstr and talk whatev intellig we get we will tri to turn up and speak to whoever it is rural affair minist alun michael ha avoid us and cancel engag so that make it difficult it is not intimidatori on the whole it is group of angri housew of cours there is an element of shout becaus peopl are angri but there is no violenc becaus that doe not achiev anyth it will fall plumb in the run up to the most import gener elect toni blair will ever face it exactli what the prime minist did not want he want the issu off the tabl until after the elect peopl use live anim as target for sport both here and abroad the reason for includ abroad is becaus of trophi hunt it is anoth sort of form of shoot for sport the principl is the same whether it tiger or pheasant we will wide publicis what happen in relat to trophi hunt we will publicis the darker aspect of the target anim industri the uk we will seek to get pledg from individu mp and would be mp say that they are against the use of anim as target for sport we would like the support of polit parti but think gener elect is veri much to do with pledg mp make to their elector with hunt we had mani mp who were happi to say they were against it think what we will get is veri real climb up the agenda whether or not we will get ban am not sure but it will mobilis public opinion everyth we do will reduc anim suffer and in time that will lead to ban the issu that we think is the most import for thi elect is choic the languag of consumer is veri commonplac in govern and across the polit spectrum choic as an ideolog is begin to be the privatis of thi decad it becom an issu in itself but what realli miss from the debat is the consum choic in that choic is not choic at all if all you have to choos from is two fail school we have seen so mani pension mi sell scandal and in the pension industri there maximum of choic but minimum qualiti in that we want choic on the consum term that mean clear and access inform to oper that choic firstli we have our websit it featur our campaign and chang everi day secondli through our member who commun with us thirdli through the media and also what we will be do is hold pre elect confer we will invit the opinion former mp journalist and other the idea is that we open up commun between member of the public and the politician think we will be success it veri much the languag be use by the main polit parti politician on all side are veri sensit to thi issu they want to be seen to be respond to thi issu fuel duti is larg part of oper cost for road haulag worker we have been hear about thi propos increas of per litr that gordon brown ha been postpon and postpon tuppenc doe not sound like great deal but everi year if you oper one vehicl that an increas of about if you re run vehicl it obvious time that if fuel duti doe rise we will be absolut horrifi there will be huge effect throughout the industri and would not be surpris if you see widespread demonstr what it will mean is there will be number of firm go out of busi we will continu to do what we have alway done we keep the issu in the trade press regrett it one of those stori that it is get harder to get into the nation press whatev we do the public don like lorri they see us as complain minor but they don realis that when you see car on the road it is probabl go to work when you see lorri it alreadi at work,2
straw attack on china arm move to lift the european union ban on arm export to china have been condemn by human right group and the conserv the year embargo wa impos in the aftermath of china crackdown on protest in tiananmen squar in uk foreign secretari jack straw who will hold talk in beij on thursday said an eu arm code wa more effect than the current ban but human right watch say the eu is put commerc abov abus concern in decemb the eu pledg to work toward lift the ban but said it wa not readi to do so yet germani and franc have repeatedli call for the embargo to be lift britain ha been more cautiou but mr straw last week said he also want it to end despit us object he expect it to be lift over the next six month predict which ha alarm critic brad adam from human right watch said thi is huge polit signal from europ that they are will to forget about tiananmen squar there are still thousand of peopl who are unaccount for mr straw said it wa wrong to put china under the same embargo as countri such as zimbabw and burma the scope of the embargo wa veri narrow and did not have ani forc of law behind it he told bbc radio world at one in the uk more export licenc were refus under the exist european union arm code than under the embargo he said and onli two of the licenc deni under the embargo would have been grant under the code the code of conduct is much more effect it more power tool of and we intend to strengthen it as pre condit of lift the embargo with china he said mr straw deni the decis would suggest to china that tiananmen squar had been forgotten the level of human right wa key criteria under the eu arm export code he said human right group say the code of conduct is not legal bind but mr straw said it would be given legal forc by the law of mani eu countri conserv shadow foreign secretari michael ancram said the move would be profoundli wrong the decis could undermin nato as it sever damag relat with the us which is oppos to end the ban mr ancram argu what the british govern is do is give in to french and german pressur especi the french who see vast contract avail to them if the embargo is lift it give the wrong signal to china who are simpli not prepar to accept that what happen at tiananmen squar wa wrong mr straw china trip is part of regular high level meet with beij minist he will meet chines counterpart minist li zhaox to discuss develop relat between their two countri hong kong and china part in the talk on north korea,2
quiksilv move for rossignol share of ski rossignol the world largest ski maker have jump as much as on specul that it will be bought by us surfwear firm quiksilv the owner of rossignol the boix vive famili are said to be consid an offer from quiksilv analyst believ other sport good compani may now take closer look at rossignol prompt an auction and push the sale price higher nike and have previous been mention as possibl suitor rossignol share touch euro befor fall back to trade higher at euro european sport good compani have seen foreign revenu squeez by slump in the valu of the us dollar make takeov more attract analyst said compani such as quiksilv would be abl to cut cost by sell rossignol ski through their shop they ad the boix vive famili is thought to have spent the past coupl of year sound out possibl suitor for rossignol which also make golf equip snowboard and sport cloth,0
queen recruit singer for new tour the remain member of rock band queen are to go on tour next year with former free and bad compani singer paul rodger take freddi mercuri place guitarist brian may ha said he expect to be on the road with rodger and drummer roger taylor from april may said suddenli the queen phoenix is rise again from the ash and will take preced over our live queen have play with mani differ singer sinc mercuri death in but have reportedli not tour may perform with rodger at concert to celebr the th anniversari of the fender stratocast guitar in london in septemb we were both so amaz at the chemistri that wa go on in free hit all right now that suddenli it seem blindingli obviou that there wa someth happen here may wrote on hi websit they team up again for concert to mark their induct into the uk music hall of fame and were join by taylor the show went so incred well from our point of view and we got so mani rave reaction from out there we decid almost then and there that we would look at tour togeth may wrote queen went to number one in with version of we will rock you sung by boy band ive and they have also play with robbi william will young and bob geldof queen bassist john deacon ha current retir from the stage rodger wa singer with earli rocker free who had global hit with all right now befor form bad compani success supergroup with member of king crimson and mott the hoopl he ha also been in the firm with led zeppelin jimmi page and the law with the small face and the who drummer kenni jone,1
time to get tough on friendli for an intern manag friendli provid an import opportun to work with your player the onli problem is that the game itself can often be farc some peopl have been say it would be better to get the player togeth for the week and do away with the minut at the end would say it whether you should have these game or not and if you look at it that way you would probabl say you re better not do so it would certainli keep club manag happi as it would reduc the risk of player return to domest duti injur but intern boss will tell you that scrap friendli is becaus the onli way for team to get better is by play the more you play togeth the easier it is when it come to the crunch in game like world cup quarter final against brazil often in friendli though manag will play hi strongest side for the first minut and then send out an entir differ one in the second half and it veri difficult for ani player to come on as substitut in side with few chang let alon whole team worth the debat will rage on and not sure there is satisfactori solut one manag who ha got it right thi week is walter smith the new scotland manag ha decid to have train camp instead of friendli for hi first intern week sinc replac berti vogt it is the sort of move you would expect from walter who is canni manag the player have had such hard time recent that he is better off get them togeth in relax atmospher and tri to gener some team spirit befor the next world cup qualifi if he had sent them out on wednesday and they had been badli beaten it would have done them no good whatsoev john toshack ha hi first game in charg of wale and it will be import for him to get decent result against hungari he will have hi own idea on individu and how to play and will probabl look more at the perform but the public want result it extrem difficult to get the balanc for friendli if you win peopl forget them but if you lose it becom stat that can be use against you england game against holland is good exampl it look like good opportun to tri out player like middlesbrough winger stewart down or crystal palac striker andi johnson but you have got to rememb sven goran eriksson side were given lesson by spain in the last game they play the injuri problem in defenc should at least give the like of we brown and jami carragh chanc to impress for the club manag it will simpli be case of wait at home with finger cross,3
